Timestamp,Year,Month,Hour,Ontario Demand,Market_Price,Price_Type
2023-01-01 00:00:00,2023,1,1,13514,14.42,HOEP (Legacy)
2023-01-01 01:00:00,2023,1,2,13225,19.21,HOEP (Legacy)
2023-01-01 02:00:00,2023,1,3,12726,14.5,HOEP (Legacy)
2023-01-01 03:00:00,2023,1,4,12629,26.26,HOEP (Legacy)
2023-01-01 04:00:00,2023,1,5,12625,35.78,HOEP (Legacy)
2023-01-01 05:00:00,2023,1,6,12636,14.49,HOEP (Legacy)
2023-01-01 06:00:00,2023,1,7,13051,40.2,HOEP (Legacy)
2023-01-01 07:00:00,2023,1,8,13396,31.48,HOEP (Legacy)
2023-01-01 08:00:00,2023,1,9,13773,25.53,HOEP (Legacy)
2023-01-01 09:00:00,2023,1,10,14035,39.56,HOEP (Legacy)
2023-01-01 10:00:00,2023,1,11,14381,37.47,HOEP (Legacy)
2023-01-01 11:00:00,2023,1,12,14973,39.6,HOEP (Legacy)
2023-01-01 12:00:00,2023,1,13,15298,39.71,HOEP (Legacy)
2023-01-01 13:00:00,2023,1,14,15519,44.1,HOEP (Legacy)
2023-01-01 14:00:00,2023,1,15,15690,42.13,HOEP (Legacy)
2023-01-01 15:00:00,2023,1,16,15961,45.3,HOEP (Legacy)
2023-01-01 16:00:00,2023,1,17,16131,39.77,HOEP (Legacy)
2023-01-01 17:00:00,2023,1,18,16705,39.72,HOEP (Legacy)
2023-01-01 18:00:00,2023,1,19,16251,39.47,HOEP (Legacy)
2023-01-01 19:00:00,2023,1,20,15980,34.18,HOEP (Legacy)
2023-01-01 20:00:00,2023,1,21,15559,43.31,HOEP (Legacy)
2023-01-01 21:00:00,2023,1,22,15066,39.24,HOEP (Legacy)
2023-01-01 22:00:00,2023,1,23,14337,27.98,HOEP (Legacy)
2023-01-01 23:00:00,2023,1,24,13723,20.85,HOEP (Legacy)
2023-01-02 00:00:00,2023,1,1,13207,18.97,HOEP (Legacy)
2023-01-02 01:00:00,2023,1,2,12755,14.33,HOEP (Legacy)
2023-01-02 02:00:00,2023,1,3,12724,14.51,HOEP (Legacy)
2023-01-02 03:00:00,2023,1,4,12603,38.58,HOEP (Legacy)
2023-01-02 04:00:00,2023,1,5,12634,22.8,HOEP (Legacy)
2023-01-02 05:00:00,2023,1,6,13116,31.24,HOEP (Legacy)
2023-01-02 06:00:00,2023,1,7,13894,35.4,HOEP (Legacy)
2023-01-02 07:00:00,2023,1,8,14481,29.08,HOEP (Legacy)
2023-01-02 08:00:00,2023,1,9,15073,37.5,HOEP (Legacy)
2023-01-02 09:00:00,2023,1,10,15469,39.64,HOEP (Legacy)
2023-01-02 10:00:00,2023,1,11,15821,40.11,HOEP (Legacy)
2023-01-02 11:00:00,2023,1,12,15911,40.0,HOEP (Legacy)
2023-01-02 12:00:00,2023,1,13,15724,39.51,HOEP (Legacy)
2023-01-02 13:00:00,2023,1,14,15792,44.05,HOEP (Legacy)
2023-01-02 14:00:00,2023,1,15,16215,42.05,HOEP (Legacy)
2023-01-02 15:00:00,2023,1,16,16429,41.04,HOEP (Legacy)
2023-01-02 16:00:00,2023,1,17,17131,43.41,HOEP (Legacy)
