Timestamp,Year,Month,Hour,Ontario Demand,Market_Price,Price_Type
2004-01-01 00:00:00,2004,1,1,14703,30.9,HOEP (Legacy)
2004-01-01 01:00:00,2004,1,2,14130,27.13,HOEP (Legacy)
2004-01-01 02:00:00,2004,1,3,13575,25.23,HOEP (Legacy)
2004-01-01 03:00:00,2004,1,4,13280,24.29,HOEP (Legacy)
2004-01-01 04:00:00,2004,1,5,13219,24.42,HOEP (Legacy)
2004-01-01 05:00:00,2004,1,6,13354,26.23,HOEP (Legacy)
2004-01-01 06:00:00,2004,1,7,13462,26.44,HOEP (Legacy)
2004-01-01 07:00:00,2004,1,8,13538,20.7,HOEP (Legacy)
2004-01-01 08:00:00,2004,1,9,13675,19.87,HOEP (Legacy)
2004-01-01 09:00:00,2004,1,10,14234,20.64,HOEP (Legacy)
2004-01-01 10:00:00,2004,1,11,14675,21.58,HOEP (Legacy)
2004-01-01 11:00:00,2004,1,12,15205,26.94,HOEP (Legacy)
2004-01-01 12:00:00,2004,1,13,15418,28.88,HOEP (Legacy)
2004-01-01 13:00:00,2004,1,14,15396,23.01,HOEP (Legacy)
2004-01-01 14:00:00,2004,1,15,15279,20.36,HOEP (Legacy)
2004-01-01 15:00:00,2004,1,16,15485,20.96,HOEP (Legacy)
2004-01-01 16:00:00,2004,1,17,16458,28.84,HOEP (Legacy)
2004-01-01 17:00:00,2004,1,18,18093,34.25,HOEP (Legacy)
2004-01-01 18:00:00,2004,1,19,17940,34.89,HOEP (Legacy)
2004-01-01 19:00:00,2004,1,20,17537,32.81,HOEP (Legacy)
2004-01-01 20:00:00,2004,1,21,17163,32.38,HOEP (Legacy)
2004-01-01 21:00:00,2004,1,22,16685,32.91,HOEP (Legacy)
2004-01-01 22:00:00,2004,1,23,15971,31.86,HOEP (Legacy)
2004-01-01 23:00:00,2004,1,24,14974,28.33,HOEP (Legacy)
2004-01-02 00:00:00,2004,1,1,14093,27.18,HOEP (Legacy)
2004-01-02 01:00:00,2004,1,2,13636,25.76,HOEP (Legacy)
2004-01-02 02:00:00,2004,1,3,13377,28.02,HOEP (Legacy)
2004-01-02 03:00:00,2004,1,4,13373,25.91,HOEP (Legacy)
2004-01-02 04:00:00,2004,1,5,13476,26.46,HOEP (Legacy)
2004-01-02 05:00:00,2004,1,6,13894,29.0,HOEP (Legacy)
2004-01-02 06:00:00,2004,1,7,14813,30.45,HOEP (Legacy)
2004-01-02 07:00:00,2004,1,8,15670,31.44,HOEP (Legacy)
2004-01-02 08:00:00,2004,1,9,16323,32.46,HOEP (Legacy)
2004-01-02 09:00:00,2004,1,10,17135,34.46,HOEP (Legacy)
2004-01-02 10:00:00,2004,1,11,17610,31.52,HOEP (Legacy)
2004-01-02 11:00:00,2004,1,12,17599,31.1,HOEP (Legacy)
2004-01-02 12:00:00,2004,1,13,17434,30.88,HOEP (Legacy)
2004-01-02 13:00:00,2004,1,14,17167,30.51,HOEP (Legacy)
2004-01-02 14:00:00,2004,1,15,17096,30.28,HOEP (Legacy)
2004-01-02 15:00:00,2004,1,16,17155,30.42,HOEP (Legacy)
2004-01-02 16:00:00,2004,1,17,18000,30.89,HOEP (Legacy)
2004-01-02 17:00:00,2004,1,18,19158,55.19,HOEP (Legacy)
2004-01-02 18:00:00,2004,1,19,19026,36.82,HOEP (Legacy)
2004-01-02 19:00:00,2004,1,20,18568,52.75,HOEP (Legacy)
2004-01-02 20:00:00,2004,1,21,18106,32.52,HOEP (Legacy)
2004-01-02 21:00:00,2004,1,22,17416,36.0,HOEP (Legacy)
2004-01-02 22:00:00,2004,1,23,16563,32.2,HOEP (Legacy)
2004-01-02 23:00:00,2004,1,24,15475,30.77,HOEP (Legacy)
2004-01-03 00:00:00,2004,1,1,14682,30.04,HOEP (Legacy)
2004-01-03 01:00:00,2004,1,2,14091,30.04,HOEP (Legacy)
2004-01-03 02:00:00,2004,1,3,13732,28.69,HOEP (Legacy)
2004-01-03 03:00:00,2004,1,4,13446,26.29,HOEP (Legacy)
2004-01-03 04:00:00,2004,1,5,13479,26.74,HOEP (Legacy)
2004-01-03 05:00:00,2004,1,6,13556,25.94,HOEP (Legacy)
2004-01-03 06:00:00,2004,1,7,13878,28.48,HOEP (Legacy)
2004-01-03 07:00:00,2004,1,8,14548,29.98,HOEP (Legacy)
2004-01-03 08:00:00,2004,1,9,15241,29.46,HOEP (Legacy)
2004-01-03 09:00:00,2004,1,10,15831,29.1,HOEP (Legacy)
2004-01-03 10:00:00,2004,1,11,16395,28.86,HOEP (Legacy)
2004-01-03 11:00:00,2004,1,12,16612,29.2,HOEP (Legacy)
2004-01-03 12:00:00,2004,1,13,16679,29.5,HOEP (Legacy)
2004-01-03 13:00:00,2004,1,14,16455,29.13,HOEP (Legacy)
2004-01-03 14:00:00,2004,1,15,16300,29.11,HOEP (Legacy)
2004-01-03 15:00:00,2004,1,16,16302,28.94,HOEP (Legacy)
2004-01-03 16:00:00,2004,1,17,17142,30.37,HOEP (Legacy)
2004-01-03 17:00:00,2004,1,18,18410,50.86,HOEP (Legacy)
2004-01-03 18:00:00,2004,1,19,18170,30.09,HOEP (Legacy)
2004-01-03 19:00:00,2004,1,20,17830,29.5,HOEP (Legacy)
2004-01-03 20:00:00,2004,1,21,17361,29.71,HOEP (Legacy)
2004-01-03 21:00:00,2004,1,22,16601,29.67,HOEP (Legacy)
2004-01-03 22:00:00,2004,1,23,15982,29.4,HOEP (Legacy)
2004-01-03 23:00:00,2004,1,24,15064,28.61,HOEP (Legacy)
2004-01-04 00:00:00,2004,1,1,14303,27.41,HOEP (Legacy)
2004-01-04 01:00:00,2004,1,2,13731,26.2,HOEP (Legacy)
2004-01-04 02:00:00,2004,1,3,13422,24.84,HOEP (Legacy)
2004-01-04 03:00:00,2004,1,4,13276,24.77,HOEP (Legacy)
2004-01-04 04:00:00,2004,1,5,13298,24.93,HOEP (Legacy)
2004-01-04 05:00:00,2004,1,6,13472,24.67,HOEP (Legacy)
2004-01-04 06:00:00,2004,1,7,13804,28.12,HOEP (Legacy)
2004-01-04 07:00:00,2004,1,8,14481,27.31,HOEP (Legacy)
2004-01-04 08:00:00,2004,1,9,15218,27.28,HOEP (Legacy)
2004-01-04 09:00:00,2004,1,10,15993,29.09,HOEP (Legacy)
2004-01-04 10:00:00,2004,1,11,16622,29.52,HOEP (Legacy)
2004-01-04 11:00:00,2004,1,12,17065,30.73,HOEP (Legacy)
2004-01-04 12:00:00,2004,1,13,17183,30.09,HOEP (Legacy)
2004-01-04 13:00:00,2004,1,14,17155,30.12,HOEP (Legacy)
2004-01-04 14:00:00,2004,1,15,17167,29.9,HOEP (Legacy)
2004-01-04 15:00:00,2004,1,16,17485,30.52,HOEP (Legacy)
2004-01-04 16:00:00,2004,1,17,18610,35.09,HOEP (Legacy)
2004-01-04 17:00:00,2004,1,18,19881,64.89,HOEP (Legacy)
2004-01-04 18:00:00,2004,1,19,19700,57.77,HOEP (Legacy)
2004-01-04 19:00:00,2004,1,20,19280,33.54,HOEP (Legacy)
2004-01-04 20:00:00,2004,1,21,18903,34.16,HOEP (Legacy)
2004-01-04 21:00:00,2004,1,22,18329,32.43,HOEP (Legacy)
2004-01-04 22:00:00,2004,1,23,17388,31.27,HOEP (Legacy)
2004-01-04 23:00:00,2004,1,24,16369,29.71,HOEP (Legacy)
