Timestamp,Year,Month,Hour,Ontario Demand,Market_Price,Price_Type
2017-01-01 00:00:00,2017,1,1,13522,0,HOEP (Legacy)
2017-01-01 01:00:00,2017,1,2,13117,0,HOEP (Legacy)
2017-01-01 02:00:00,2017,1,3,12816,0,HOEP (Legacy)
2017-01-01 03:00:00,2017,1,4,12605,0,HOEP (Legacy)
2017-01-01 04:00:00,2017,1,5,12563,0,HOEP (Legacy)
2017-01-01 05:00:00,2017,1,6,12544,0,HOEP (Legacy)
2017-01-01 06:00:00,2017,1,7,12758,0,HOEP (Legacy)
2017-01-01 07:00:00,2017,1,8,13065,1.71,HOEP (Legacy)
2017-01-01 08:00:00,2017,1,9,13367,0,HOEP (Legacy)
2017-01-01 09:00:00,2017,1,10,13644,0,HOEP (Legacy)
2017-01-01 10:00:00,2017,1,11,13728,0.82,HOEP (Legacy)
2017-01-01 11:00:00,2017,1,12,13555,0,HOEP (Legacy)
2017-01-01 12:00:00,2017,1,13,13567,0,HOEP (Legacy)
2017-01-01 13:00:00,2017,1,14,13441,0,HOEP (Legacy)
2017-01-01 14:00:00,2017,1,15,13442,0.95,HOEP (Legacy)
2017-01-01 15:00:00,2017,1,16,13926,6.44,HOEP (Legacy)
2017-01-01 16:00:00,2017,1,17,14942,1.31,HOEP (Legacy)
2017-01-01 17:00:00,2017,1,18,16279,12.3,HOEP (Legacy)
2017-01-01 18:00:00,2017,1,19,16313,19.65,HOEP (Legacy)
2017-01-01 19:00:00,2017,1,20,16018,6.26,HOEP (Legacy)
2017-01-01 20:00:00,2017,1,21,15787,12.97,HOEP (Legacy)
2017-01-01 21:00:00,2017,1,22,15275,12.98,HOEP (Legacy)
2017-01-01 22:00:00,2017,1,23,14615,12.98,HOEP (Legacy)
2017-01-01 23:00:00,2017,1,24,13847,40.95,HOEP (Legacy)
2017-01-02 00:00:00,2017,1,1,13274,17.58,HOEP (Legacy)
2017-01-02 01:00:00,2017,1,2,13020,22.08,HOEP (Legacy)
2017-01-02 02:00:00,2017,1,3,12780,6.44,HOEP (Legacy)
2017-01-02 03:00:00,2017,1,4,12669,0,HOEP (Legacy)
2017-01-02 04:00:00,2017,1,5,12746,0,HOEP (Legacy)
2017-01-02 05:00:00,2017,1,6,13027,-0.75,HOEP (Legacy)
2017-01-02 06:00:00,2017,1,7,13583,-0.25,HOEP (Legacy)
2017-01-02 07:00:00,2017,1,8,14408,-0.25,HOEP (Legacy)
2017-01-02 08:00:00,2017,1,9,14614,0,HOEP (Legacy)
2017-01-02 09:00:00,2017,1,10,14630,0,HOEP (Legacy)
2017-01-02 10:00:00,2017,1,11,14535,0,HOEP (Legacy)
2017-01-02 11:00:00,2017,1,12,14501,4.67,HOEP (Legacy)
2017-01-02 12:00:00,2017,1,13,14509,13.67,HOEP (Legacy)
2017-01-02 13:00:00,2017,1,14,14528,14.37,HOEP (Legacy)
2017-01-02 14:00:00,2017,1,15,14879,18.22,HOEP (Legacy)
2017-01-02 15:00:00,2017,1,16,15462,13.73,HOEP (Legacy)
2017-01-02 16:00:00,2017,1,17,16443,5.61,HOEP (Legacy)
2017-01-02 17:00:00,2017,1,18,17711,5.83,HOEP (Legacy)
2017-01-02 18:00:00,2017,1,19,17411,5.92,HOEP (Legacy)
2017-01-02 19:00:00,2017,1,20,17173,12.33,HOEP (Legacy)
2017-01-02 20:00:00,2017,1,21,16782,13.03,HOEP (Legacy)
2017-01-02 21:00:00,2017,1,22,16310,72.01,HOEP (Legacy)
2017-01-02 22:00:00,2017,1,23,15439,119.21,HOEP (Legacy)
2017-01-02 23:00:00,2017,1,24,14325,8.87,HOEP (Legacy)
2017-01-03 00:00:00,2017,1,1,13642,8.47,HOEP (Legacy)
2017-01-03 01:00:00,2017,1,2,13302,4.57,HOEP (Legacy)
2017-01-03 02:00:00,2017,1,3,13050,0.48,HOEP (Legacy)
2017-01-03 03:00:00,2017,1,4,12983,0,HOEP (Legacy)
2017-01-03 04:00:00,2017,1,5,13044,0,HOEP (Legacy)
2017-01-03 05:00:00,2017,1,6,13552,6.47,HOEP (Legacy)
