Timestamp,Year,Month,Hour,Ontario Demand,Market_Price,Price_Type
2006-01-01 00:00:00,2006,1,1,15925,48.73,HOEP (Legacy)
2006-01-01 01:00:00,2006,1,2,15323,49.1,HOEP (Legacy)
2006-01-01 02:00:00,2006,1,3,14832,46.7,HOEP (Legacy)
2006-01-01 03:00:00,2006,1,4,14502,37.03,HOEP (Legacy)
2006-01-01 04:00:00,2006,1,5,14392,33.35,HOEP (Legacy)
2006-01-01 05:00:00,2006,1,6,14353,32.84,HOEP (Legacy)
2006-01-01 06:00:00,2006,1,7,14445,33.69,HOEP (Legacy)
2006-01-01 07:00:00,2006,1,8,14686,29.89,HOEP (Legacy)
2006-01-01 08:00:00,2006,1,9,14978,24.92,HOEP (Legacy)
2006-01-01 09:00:00,2006,1,10,15542,33.18,HOEP (Legacy)
2006-01-01 10:00:00,2006,1,11,16054,38.07,HOEP (Legacy)
2006-01-01 11:00:00,2006,1,12,16365,42.49,HOEP (Legacy)
2006-01-01 12:00:00,2006,1,13,16534,37.74,HOEP (Legacy)
2006-01-01 13:00:00,2006,1,14,16450,33.17,HOEP (Legacy)
2006-01-01 14:00:00,2006,1,15,16352,31.24,HOEP (Legacy)
2006-01-01 15:00:00,2006,1,16,16444,13.58,HOEP (Legacy)
2006-01-01 16:00:00,2006,1,17,17083,24.26,HOEP (Legacy)
2006-01-01 17:00:00,2006,1,18,18371,43.61,HOEP (Legacy)
2006-01-01 18:00:00,2006,1,19,18350,45.08,HOEP (Legacy)
2006-01-01 19:00:00,2006,1,20,17985,42.6,HOEP (Legacy)
2006-01-01 20:00:00,2006,1,21,17658,43.07,HOEP (Legacy)
2006-01-01 21:00:00,2006,1,22,17177,36.52,HOEP (Legacy)
2006-01-01 22:00:00,2006,1,23,16410,39.69,HOEP (Legacy)
2006-01-01 23:00:00,2006,1,24,15639,33.16,HOEP (Legacy)
2006-01-02 00:00:00,2006,1,1,14769,30.26,HOEP (Legacy)
2006-01-02 01:00:00,2006,1,2,14362,30.58,HOEP (Legacy)
2006-01-02 02:00:00,2006,1,3,14043,30.43,HOEP (Legacy)
2006-01-02 03:00:00,2006,1,4,13938,31.02,HOEP (Legacy)
2006-01-02 04:00:00,2006,1,5,14047,30.6,HOEP (Legacy)
2006-01-02 05:00:00,2006,1,6,14431,32.26,HOEP (Legacy)
2006-01-02 06:00:00,2006,1,7,15161,30.86,HOEP (Legacy)
2006-01-02 07:00:00,2006,1,8,16108,37.04,HOEP (Legacy)
2006-01-02 08:00:00,2006,1,9,16701,41.4,HOEP (Legacy)
2006-01-02 09:00:00,2006,1,10,17426,45.9,HOEP (Legacy)
2006-01-02 10:00:00,2006,1,11,18256,44.98,HOEP (Legacy)
2006-01-02 11:00:00,2006,1,12,18602,49.08,HOEP (Legacy)
2006-01-02 12:00:00,2006,1,13,18725,58.17,HOEP (Legacy)
2006-01-02 13:00:00,2006,1,14,18756,61.45,HOEP (Legacy)
