Timestamp,Year,Month,Hour,Ontario Demand,Market_Price,Price_Type
2013-01-01 00:00:00,2013,1,1,14527,18.56,HOEP (Legacy)
2013-01-01 01:00:00,2013,1,2,14033,31.63,HOEP (Legacy)
2013-01-01 02:00:00,2013,1,3,13776,20.49,HOEP (Legacy)
2013-01-01 03:00:00,2013,1,4,13573,19.73,HOEP (Legacy)
2013-01-01 04:00:00,2013,1,5,13498,17.2,HOEP (Legacy)
2013-01-01 05:00:00,2013,1,6,13636,17.23,HOEP (Legacy)
2013-01-01 06:00:00,2013,1,7,13990,16.66,HOEP (Legacy)
2013-01-01 07:00:00,2013,1,8,14248,13.73,HOEP (Legacy)
2013-01-01 08:00:00,2013,1,9,14470,11.62,HOEP (Legacy)
2013-01-01 09:00:00,2013,1,10,14925,14.13,HOEP (Legacy)
2013-01-01 10:00:00,2013,1,11,15210,14.74,HOEP (Legacy)
2013-01-01 11:00:00,2013,1,12,15418,14.08,HOEP (Legacy)
2013-01-01 12:00:00,2013,1,13,15555,13.55,HOEP (Legacy)
2013-01-01 13:00:00,2013,1,14,15502,20.28,HOEP (Legacy)
2013-01-01 14:00:00,2013,1,15,15545,19.59,HOEP (Legacy)
2013-01-01 15:00:00,2013,1,16,15725,25.28,HOEP (Legacy)
2013-01-01 16:00:00,2013,1,17,16708,21.62,HOEP (Legacy)
2013-01-01 17:00:00,2013,1,18,18101,27.82,HOEP (Legacy)
2013-01-01 18:00:00,2013,1,19,18364,46.37,HOEP (Legacy)
2013-01-01 19:00:00,2013,1,20,17932,34.08,HOEP (Legacy)
2013-01-01 20:00:00,2013,1,21,17708,28.76,HOEP (Legacy)
2013-01-01 21:00:00,2013,1,22,17160,24.13,HOEP (Legacy)
2013-01-01 22:00:00,2013,1,23,16290,22.35,HOEP (Legacy)
2013-01-01 23:00:00,2013,1,24,15436,21.43,HOEP (Legacy)
2013-01-02 00:00:00,2013,1,1,14762,17.06,HOEP (Legacy)
2013-01-02 01:00:00,2013,1,2,14168,14.23,HOEP (Legacy)
2013-01-02 02:00:00,2013,1,3,14053,14.28,HOEP (Legacy)
2013-01-02 03:00:00,2013,1,4,14024,17.84,HOEP (Legacy)
2013-01-02 04:00:00,2013,1,5,14154,16.26,HOEP (Legacy)
2013-01-02 05:00:00,2013,1,6,14927,21.8,HOEP (Legacy)
2013-01-02 06:00:00,2013,1,7,16043,25.49,HOEP (Legacy)
2013-01-02 07:00:00,2013,1,8,17257,25.48,HOEP (Legacy)
2013-01-02 08:00:00,2013,1,9,17690,26.64,HOEP (Legacy)
2013-01-02 09:00:00,2013,1,10,18029,26.96,HOEP (Legacy)
2013-01-02 10:00:00,2013,1,11,18258,27.21,HOEP (Legacy)
2013-01-02 11:00:00,2013,1,12,18353,27.64,HOEP (Legacy)
2013-01-02 12:00:00,2013,1,13,18366,30.58,HOEP (Legacy)
2013-01-02 13:00:00,2013,1,14,18412,32.05,HOEP (Legacy)
2013-01-02 14:00:00,2013,1,15,18310,32.57,HOEP (Legacy)
2013-01-02 15:00:00,2013,1,16,18504,32.79,HOEP (Legacy)
2013-01-02 16:00:00,2013,1,17,19317,31.87,HOEP (Legacy)
2013-01-02 17:00:00,2013,1,18,20573,38.49,HOEP (Legacy)
2013-01-02 18:00:00,2013,1,19,20712,152.07,HOEP (Legacy)
2013-01-02 19:00:00,2013,1,20,20363,77.0,HOEP (Legacy)
2013-01-02 20:00:00,2013,1,21,20034,31.49,HOEP (Legacy)
2013-01-02 21:00:00,2013,1,22,19459,30.74,HOEP (Legacy)
2013-01-02 22:00:00,2013,1,23,18188,28.86,HOEP (Legacy)
2013-01-02 23:00:00,2013,1,24,17010,29.42,HOEP (Legacy)
2013-01-03 00:00:00,2013,1,1,16103,49.41,HOEP (Legacy)
2013-01-03 01:00:00,2013,1,2,15543,37.98,HOEP (Legacy)
2013-01-03 02:00:00,2013,1,3,15296,40.67,HOEP (Legacy)
2013-01-03 03:00:00,2013,1,4,15209,37.16,HOEP (Legacy)
2013-01-03 04:00:00,2013,1,5,15346,28.37,HOEP (Legacy)
2013-01-03 05:00:00,2013,1,6,16050,26.29,HOEP (Legacy)
2013-01-03 06:00:00,2013,1,7,16831,26.51,HOEP (Legacy)
2013-01-03 07:00:00,2013,1,8,18119,29.15,HOEP (Legacy)
