Timestamp,Year,Month,Hour,Ontario Demand,Market_Price,Price_Type
2015-01-01 00:00:00,2015,1,1,14960,3.28,HOEP (Legacy)
2015-01-01 01:00:00,2015,1,2,14476,0,HOEP (Legacy)
2015-01-01 02:00:00,2015,1,3,13979,0,HOEP (Legacy)
2015-01-01 03:00:00,2015,1,4,13670,0,HOEP (Legacy)
2015-01-01 04:00:00,2015,1,5,13567,0,HOEP (Legacy)
2015-01-01 05:00:00,2015,1,6,13787,0,HOEP (Legacy)
2015-01-01 06:00:00,2015,1,7,13944,0,HOEP (Legacy)
2015-01-01 07:00:00,2015,1,8,14244,0,HOEP (Legacy)
2015-01-01 08:00:00,2015,1,9,14363,0,HOEP (Legacy)
2015-01-01 09:00:00,2015,1,10,14846,5.27,HOEP (Legacy)
2015-01-01 10:00:00,2015,1,11,15331,4.36,HOEP (Legacy)
2015-01-01 11:00:00,2015,1,12,15637,6.58,HOEP (Legacy)
2015-01-01 12:00:00,2015,1,13,15840,10.46,HOEP (Legacy)
2015-01-01 13:00:00,2015,1,14,15977,10.1,HOEP (Legacy)
2015-01-01 14:00:00,2015,1,15,16030,4.3,HOEP (Legacy)
2015-01-01 15:00:00,2015,1,16,16139,2.6,HOEP (Legacy)
2015-01-01 16:00:00,2015,1,17,16682,7.32,HOEP (Legacy)
2015-01-01 17:00:00,2015,1,18,18002,10.3,HOEP (Legacy)
2015-01-01 18:00:00,2015,1,19,17664,8.44,HOEP (Legacy)
2015-01-01 19:00:00,2015,1,20,17337,13.81,HOEP (Legacy)
2015-01-01 20:00:00,2015,1,21,16961,6.43,HOEP (Legacy)
2015-01-01 21:00:00,2015,1,22,16317,5.88,HOEP (Legacy)
2015-01-01 22:00:00,2015,1,23,15504,5.91,HOEP (Legacy)
2015-01-01 23:00:00,2015,1,24,14682,0.9,HOEP (Legacy)
2015-01-02 00:00:00,2015,1,1,14037,1.87,HOEP (Legacy)
2015-01-02 01:00:00,2015,1,2,13548,11.43,HOEP (Legacy)
2015-01-02 02:00:00,2015,1,3,13410,7.52,HOEP (Legacy)
2015-01-02 03:00:00,2015,1,4,13344,7.5,HOEP (Legacy)
2015-01-02 04:00:00,2015,1,5,13420,2.31,HOEP (Legacy)
2015-01-02 05:00:00,2015,1,6,13825,7.99,HOEP (Legacy)
2015-01-02 06:00:00,2015,1,7,14718,11.19,HOEP (Legacy)
2015-01-02 07:00:00,2015,1,8,15747,13.5,HOEP (Legacy)
2015-01-02 08:00:00,2015,1,9,16090,14.3,HOEP (Legacy)
2015-01-02 09:00:00,2015,1,10,16321,16.59,HOEP (Legacy)
2015-01-02 10:00:00,2015,1,11,16037,14.31,HOEP (Legacy)
2015-01-02 11:00:00,2015,1,12,16045,14.29,HOEP (Legacy)
2015-01-02 12:00:00,2015,1,13,15998,14.24,HOEP (Legacy)
2015-01-02 13:00:00,2015,1,14,15932,14.27,HOEP (Legacy)
2015-01-02 14:00:00,2015,1,15,16097,23.65,HOEP (Legacy)
2015-01-02 15:00:00,2015,1,16,16436,26.55,HOEP (Legacy)
2015-01-02 16:00:00,2015,1,17,17361,23.99,HOEP (Legacy)
2015-01-02 17:00:00,2015,1,18,18821,111.59,HOEP (Legacy)
2015-01-02 18:00:00,2015,1,19,18657,46.58,HOEP (Legacy)
2015-01-02 19:00:00,2015,1,20,18453,53.15,HOEP (Legacy)
2015-01-02 20:00:00,2015,1,21,18230,29.72,HOEP (Legacy)
2015-01-02 21:00:00,2015,1,22,17760,30.5,HOEP (Legacy)
2015-01-02 22:00:00,2015,1,23,16977,38.42,HOEP (Legacy)
2015-01-02 23:00:00,2015,1,24,15799,32.84,HOEP (Legacy)
2015-01-03 00:00:00,2015,1,1,14999,20.5,HOEP (Legacy)
2015-01-03 01:00:00,2015,1,2,14369,15.66,HOEP (Legacy)
2015-01-03 02:00:00,2015,1,3,13972,13.37,HOEP (Legacy)
2015-01-03 03:00:00,2015,1,4,13721,11.11,HOEP (Legacy)
2015-01-03 04:00:00,2015,1,5,13664,10.75,HOEP (Legacy)
2015-01-03 05:00:00,2015,1,6,13869,13.67,HOEP (Legacy)
2015-01-03 06:00:00,2015,1,7,14473,14.28,HOEP (Legacy)
2015-01-03 07:00:00,2015,1,8,15202,27.37,HOEP (Legacy)
2015-01-03 08:00:00,2015,1,9,15787,14.24,HOEP (Legacy)
2015-01-03 09:00:00,2015,1,10,16268,14.28,HOEP (Legacy)
2015-01-03 10:00:00,2015,1,11,17070,104.04,HOEP (Legacy)
2015-01-03 11:00:00,2015,1,12,17428,69.06,HOEP (Legacy)
2015-01-03 12:00:00,2015,1,13,17652,28.16,HOEP (Legacy)
2015-01-03 13:00:00,2015,1,14,17483,14.36,HOEP (Legacy)
2015-01-03 14:00:00,2015,1,15,17428,14.41,HOEP (Legacy)
2015-01-03 15:00:00,2015,1,16,17540,15.33,HOEP (Legacy)
2015-01-03 16:00:00,2015,1,17,18380,26.71,HOEP (Legacy)
2015-01-03 17:00:00,2015,1,18,19538,47.06,HOEP (Legacy)
2015-01-03 18:00:00,2015,1,19,19234,100.79,HOEP (Legacy)
2015-01-03 19:00:00,2015,1,20,18580,24.28,HOEP (Legacy)
2015-01-03 20:00:00,2015,1,21,17992,27.86,HOEP (Legacy)
2015-01-03 21:00:00,2015,1,22,17343,22.65,HOEP (Legacy)
2015-01-03 22:00:00,2015,1,23,16536,26.15,HOEP (Legacy)
2015-01-03 23:00:00,2015,1,24,15628,14.72,HOEP (Legacy)
2015-01-04 00:00:00,2015,1,1,14600,15.78,HOEP (Legacy)
2015-01-04 01:00:00,2015,1,2,13964,14.3,HOEP (Legacy)
2015-01-04 02:00:00,2015,1,3,13577,15.51,HOEP (Legacy)
2015-01-04 03:00:00,2015,1,4,13364,14.27,HOEP (Legacy)
2015-01-04 04:00:00,2015,1,5,13392,14.26,HOEP (Legacy)
2015-01-04 05:00:00,2015,1,6,13545,12.62,HOEP (Legacy)
2015-01-04 06:00:00,2015,1,7,13968,14.24,HOEP (Legacy)
2015-01-04 07:00:00,2015,1,8,14563,15.36,HOEP (Legacy)
2015-01-04 08:00:00,2015,1,9,15057,14.32,HOEP (Legacy)
2015-01-04 09:00:00,2015,1,10,15374,14.13,HOEP (Legacy)
2015-01-04 10:00:00,2015,1,11,15940,13.69,HOEP (Legacy)
2015-01-04 11:00:00,2015,1,12,16277,14.33,HOEP (Legacy)
2015-01-04 12:00:00,2015,1,13,16578,14.67,HOEP (Legacy)
2015-01-04 13:00:00,2015,1,14,16469,15.56,HOEP (Legacy)
2015-01-04 14:00:00,2015,1,15,16648,19.67,HOEP (Legacy)
2015-01-04 15:00:00,2015,1,16,16737,16.28,HOEP (Legacy)
2015-01-04 16:00:00,2015,1,17,17757,20.41,HOEP (Legacy)
2015-01-04 17:00:00,2015,1,18,18691,14.3,HOEP (Legacy)
2015-01-04 18:00:00,2015,1,19,18499,13.45,HOEP (Legacy)
2015-01-04 19:00:00,2015,1,20,18110,13.59,HOEP (Legacy)
2015-01-04 20:00:00,2015,1,21,17695,12.62,HOEP (Legacy)
2015-01-04 21:00:00,2015,1,22,17251,15.68,HOEP (Legacy)
2015-01-04 22:00:00,2015,1,23,16313,23.97,HOEP (Legacy)
2015-01-04 23:00:00,2015,1,24,15317,15.99,HOEP (Legacy)
2015-01-05 00:00:00,2015,1,1,14711,0,HOEP (Legacy)
2015-01-05 01:00:00,2015,1,2,14434,0,HOEP (Legacy)
2015-01-05 02:00:00,2015,1,3,14346,0,HOEP (Legacy)
2015-01-05 03:00:00,2015,1,4,14501,0,HOEP (Legacy)
2015-01-05 04:00:00,2015,1,5,14839,0.49,HOEP (Legacy)
2015-01-05 05:00:00,2015,1,6,15607,3.77,HOEP (Legacy)
2015-01-05 06:00:00,2015,1,7,17025,5.32,HOEP (Legacy)
2015-01-05 07:00:00,2015,1,8,18591,14.17,HOEP (Legacy)
2015-01-05 08:00:00,2015,1,9,18713,15.64,HOEP (Legacy)
2015-01-05 09:00:00,2015,1,10,18640,15.45,HOEP (Legacy)
2015-01-05 10:00:00,2015,1,11,18552,17.73,HOEP (Legacy)
2015-01-05 11:00:00,2015,1,12,18580,14.36,HOEP (Legacy)
2015-01-05 12:00:00,2015,1,13,18431,23.24,HOEP (Legacy)
2015-01-05 13:00:00,2015,1,14,18485,20.28,HOEP (Legacy)
2015-01-05 14:00:00,2015,1,15,18343,26.41,HOEP (Legacy)
2015-01-05 15:00:00,2015,1,16,18794,26.45,HOEP (Legacy)
2015-01-05 16:00:00,2015,1,17,19897,27.23,HOEP (Legacy)
2015-01-05 17:00:00,2015,1,18,20938,29.88,HOEP (Legacy)
2015-01-05 18:00:00,2015,1,19,20999,30.73,HOEP (Legacy)
2015-01-05 19:00:00,2015,1,20,20790,29.33,HOEP (Legacy)
2015-01-05 20:00:00,2015,1,21,20427,31.38,HOEP (Legacy)
2015-01-05 21:00:00,2015,1,22,19836,31.59,HOEP (Legacy)
2015-01-05 22:00:00,2015,1,23,18886,35.47,HOEP (Legacy)
2015-01-05 23:00:00,2015,1,24,17619,42.09,HOEP (Legacy)
2015-01-06 00:00:00,2015,1,1,16541,45.98,HOEP (Legacy)
2015-01-06 01:00:00,2015,1,2,16058,14.31,HOEP (Legacy)
2015-01-06 02:00:00,2015,1,3,15873,29.81,HOEP (Legacy)
2015-01-06 03:00:00,2015,1,4,15898,42.1,HOEP (Legacy)
2015-01-06 04:00:00,2015,1,5,16036,73.26,HOEP (Legacy)
2015-01-06 05:00:00,2015,1,6,16591,29.97,HOEP (Legacy)
2015-01-06 06:00:00,2015,1,7,18078,27.32,HOEP (Legacy)
2015-01-06 07:00:00,2015,1,8,19529,30.49,HOEP (Legacy)
2015-01-06 08:00:00,2015,1,9,19692,30.51,HOEP (Legacy)
2015-01-06 09:00:00,2015,1,10,19539,44.56,HOEP (Legacy)
2015-01-06 10:00:00,2015,1,11,19382,31.21,HOEP (Legacy)
2015-01-06 11:00:00,2015,1,12,19207,34.32,HOEP (Legacy)
2015-01-06 12:00:00,2015,1,13,19035,28.6,HOEP (Legacy)
2015-01-06 13:00:00,2015,1,14,18966,30.03,HOEP (Legacy)
2015-01-06 14:00:00,2015,1,15,19067,28.42,HOEP (Legacy)
2015-01-06 15:00:00,2015,1,16,19134,28.18,HOEP (Legacy)
2015-01-06 16:00:00,2015,1,17,19581,28.03,HOEP (Legacy)
2015-01-06 17:00:00,2015,1,18,20593,26.62,HOEP (Legacy)
2015-01-06 18:00:00,2015,1,19,20461,27.74,HOEP (Legacy)
2015-01-06 19:00:00,2015,1,20,20374,27.58,HOEP (Legacy)
2015-01-06 20:00:00,2015,1,21,20046,22.46,HOEP (Legacy)
2015-01-06 21:00:00,2015,1,22,19602,22.84,HOEP (Legacy)
2015-01-06 22:00:00,2015,1,23,18456,20.33,HOEP (Legacy)
2015-01-06 23:00:00,2015,1,24,17159,15.18,HOEP (Legacy)
2015-01-07 00:00:00,2015,1,1,16266,9.38,HOEP (Legacy)
2015-01-07 01:00:00,2015,1,2,15851,14.29,HOEP (Legacy)
2015-01-07 02:00:00,2015,1,3,15697,14.83,HOEP (Legacy)
2015-01-07 03:00:00,2015,1,4,15844,14.3,HOEP (Legacy)
2015-01-07 04:00:00,2015,1,5,15856,14.3,HOEP (Legacy)
