Hour,Pricing Location,Ontario Price,Energy Loss Price,Energy Congestion Price,Date,Timestamp
7,ONTARIO_ZONAL_PRICE,58.09,-0.03,0.0,2026-02-17,2026-02-17 06:00:00
8,ONTARIO_ZONAL_PRICE,102.7,-0.41,0.0,2026-02-17,2026-02-17 07:00:00
9,ONTARIO_ZONAL_PRICE,103.78,-0.51,0.0,2026-02-17,2026-02-17 08:00:00
10,ONTARIO_ZONAL_PRICE,103.14,-0.46,0.0,2026-02-17,2026-02-17 09:00:00
11,ONTARIO_ZONAL_PRICE,90.78,-0.22,0.0,2026-02-17,2026-02-17 10:00:00
12,ONTARIO_ZONAL_PRICE,82.91,-0.1,-0.83,2026-02-17,2026-02-17 11:00:00
13,ONTARIO_ZONAL_PRICE,70.02,0.02,0.0,2026-02-17,2026-02-17 12:00:00
14,ONTARIO_ZONAL_PRICE,65.47,0.0,0.0,2026-02-17,2026-02-17 13:00:00
15,ONTARIO_ZONAL_PRICE,65.44,0.04,0.0,2026-02-17,2026-02-17 14:00:00
16,ONTARIO_ZONAL_PRICE,64.61,-0.12,0.0,2026-02-17,2026-02-17 15:00:00
17,ONTARIO_ZONAL_PRICE,105.19,-0.48,0.0,2026-02-17,2026-02-17 16:00:00
18,ONTARIO_ZONAL_PRICE,106.01,-0.73,0.0,2026-02-17,2026-02-17 17:00:00
19,ONTARIO_ZONAL_PRICE,82.16,-0.68,0.0,2026-02-17,2026-02-17 18:00:00
20,ONTARIO_ZONAL_PRICE,99.49,-0.6,0.0,2026-02-17,2026-02-17 19:00:00
21,ONTARIO_ZONAL_PRICE,90.52,-0.47,0.0,2026-02-17,2026-02-17 20:00:00
22,ONTARIO_ZONAL_PRICE,60.71,-0.23,0.0,2026-02-17,2026-02-17 21:00:00
23,ONTARIO_ZONAL_PRICE,56.67,0.07,0.0,2026-02-17,2026-02-17 22:00:00
24,ONTARIO_ZONAL_PRICE,57.78,0.27,2.41,2026-02-17,2026-02-17 23:00:00
1,ONTARIO_ZONAL_PRICE,58.34,-0.08,0.0,2026-02-18,2026-02-18 00:00:00
2,ONTARIO_ZONAL_PRICE,52.85,-0.04,0.0,2026-02-18,2026-02-18 01:00:00
3,ONTARIO_ZONAL_PRICE,47.11,-0.07,-0.73,2026-02-18,2026-02-18 02:00:00
4,ONTARIO_ZONAL_PRICE,41.64,0.04,-2.41,2026-02-18,2026-02-18 03:00:00
5,ONTARIO_ZONAL_PRICE,39.15,-0.02,0.0,2026-02-18,2026-02-18 04:00:00
6,ONTARIO_ZONAL_PRICE,29.05,-0.01,-2.04,2026-02-18,2026-02-18 05:00:00
7,ONTARIO_ZONAL_PRICE,36.84,-0.07,-1.98,2026-02-18,2026-02-18 06:00:00
8,ONTARIO_ZONAL_PRICE,52.73,-0.41,-2.04,2026-02-18,2026-02-18 07:00:00
9,ONTARIO_ZONAL_PRICE,52.21,-0.41,3.67,2026-02-18,2026-02-18 08:00:00
10,ONTARIO_ZONAL_PRICE,57.05,-0.51,0.0,2026-02-18,2026-02-18 09:00:00
11,ONTARIO_ZONAL_PRICE,56.17,-0.43,-1.98,2026-02-18,2026-02-18 10:00:00
12,ONTARIO_ZONAL_PRICE,56.45,-0.32,0.0,2026-02-18,2026-02-18 11:00:00
13,ONTARIO_ZONAL_PRICE,54.43,-0.37,-2.02,2026-02-18,2026-02-18 12:00:00
14,ONTARIO_ZONAL_PRICE,57.17,-0.5,-2.72,2026-02-18,2026-02-18 13:00:00
15,ONTARIO_ZONAL_PRICE,58.17,-0.46,-1.71,2026-02-18,2026-02-18 14:00:00
16,ONTARIO_ZONAL_PRICE,62.94,-0.53,-2.82,2026-02-18,2026-02-18 15:00:00
17,ONTARIO_ZONAL_PRICE,59.7,-0.57,0.0,2026-02-18,2026-02-18 16:00:00
18,ONTARIO_ZONAL_PRICE,83.55,-0.92,1.55,2026-02-18,2026-02-18 17:00:00
19,ONTARIO_ZONAL_PRICE,83.81,-0.96,-0.15,2026-02-18,2026-02-18 18:00:00
20,ONTARIO_ZONAL_PRICE,71.77,-0.7,-0.53,2026-02-18,2026-02-18 19:00:00
21,ONTARIO_ZONAL_PRICE,60.01,-0.44,0.0,2026-02-18,2026-02-18 20:00:00
22,ONTARIO_ZONAL_PRICE,58.57,-0.29,-0.61,2026-02-18,2026-02-18 21:00:00
23,ONTARIO_ZONAL_PRICE,57.15,-0.15,-0.71,2026-02-18,2026-02-18 22:00:00
24,ONTARIO_ZONAL_PRICE,55.48,-0.06,0.0,2026-02-18,2026-02-18 23:00:00
1,ONTARIO_ZONAL_PRICE,53.83,-0.12,0.0,2026-02-19,2026-02-19 00:00:00
2,ONTARIO_ZONAL_PRICE,52.26,-0.05,0.0,2026-02-19,2026-02-19 01:00:00
3,ONTARIO_ZONAL_PRICE,46.93,0.0,-3.12,2026-02-19,2026-02-19 02:00:00
4,ONTARIO_ZONAL_PRICE,46.0,0.05,0.0,2026-02-19,2026-02-19 03:00:00
5,ONTARIO_ZONAL_PRICE,40.97,0.0,-2.99,2026-02-19,2026-02-19 04:00:00
6,ONTARIO_ZONAL_PRICE,36.8,0.06,-2.8,2026-02-19,2026-02-19 05:00:00
7,ONTARIO_ZONAL_PRICE,53.65,-0.27,-2.86,2026-02-19,2026-02-19 06:00:00
8,ONTARIO_ZONAL_PRICE,91.7,-0.74,-3.25,2026-02-19,2026-02-19 07:00:00
9,ONTARIO_ZONAL_PRICE,70.54,-0.65,-2.81,2026-02-19,2026-02-19 08:00:00
10,ONTARIO_ZONAL_PRICE,51.29,-0.44,0.0,2026-02-19,2026-02-19 09:00:00
11,ONTARIO_ZONAL_PRICE,41.95,-0.33,0.0,2026-02-19,2026-02-19 10:00:00
12,ONTARIO_ZONAL_PRICE,37.29,-0.29,-2.31,2026-02-19,2026-02-19 11:00:00
13,ONTARIO_ZONAL_PRICE,37.31,-0.25,-2.29,2026-02-19,2026-02-19 12:00:00
14,ONTARIO_ZONAL_PRICE,40.9,-0.18,0.0,2026-02-19,2026-02-19 13:00:00
15,ONTARIO_ZONAL_PRICE,39.03,-0.14,-2.33,2026-02-19,2026-02-19 14:00:00
16,ONTARIO_ZONAL_PRICE,40.1,-0.15,-2.34,2026-02-19,2026-02-19 15:00:00
17,ONTARIO_ZONAL_PRICE,47.23,-0.27,0.0,2026-02-19,2026-02-19 16:00:00
18,ONTARIO_ZONAL_PRICE,56.4,-0.49,0.0,2026-02-19,2026-02-19 17:00:00
19,ONTARIO_ZONAL_PRICE,77.83,-0.72,-2.77,2026-02-19,2026-02-19 18:00:00
20,ONTARIO_ZONAL_PRICE,54.56,-0.43,-2.59,2026-02-19,2026-02-19 19:00:00
21,ONTARIO_ZONAL_PRICE,52.55,-0.3,0.0,2026-02-19,2026-02-19 20:00:00
22,ONTARIO_ZONAL_PRICE,38.51,-0.11,-0.44,2026-02-19,2026-02-19 21:00:00
23,ONTARIO_ZONAL_PRICE,35.83,0.04,-0.48,2026-02-19,2026-02-19 22:00:00
24,ONTARIO_ZONAL_PRICE,35.88,-0.02,-0.41,2026-02-19,2026-02-19 23:00:00
1,ONTARIO_ZONAL_PRICE,44.08,0.07,0.0,2026-02-20,2026-02-20 00:00:00
2,ONTARIO_ZONAL_PRICE,44.13,0.13,0.0,2026-02-20,2026-02-20 01:00:00
3,ONTARIO_ZONAL_PRICE,38.14,0.14,0.0,2026-02-20,2026-02-20 02:00:00
4,ONTARIO_ZONAL_PRICE,37.66,0.22,0.0,2026-02-20,2026-02-20 03:00:00
5,ONTARIO_ZONAL_PRICE,37.66,0.18,0.0,2026-02-20,2026-02-20 04:00:00
6,ONTARIO_ZONAL_PRICE,35.21,0.21,0.0,2026-02-20,2026-02-20 05:00:00
7,ONTARIO_ZONAL_PRICE,38.11,0.11,0.0,2026-02-20,2026-02-20 06:00:00
8,ONTARIO_ZONAL_PRICE,56.4,-0.09,0.0,2026-02-20,2026-02-20 07:00:00
9,ONTARIO_ZONAL_PRICE,57.56,-0.19,0.0,2026-02-20,2026-02-20 08:00:00
10,ONTARIO_ZONAL_PRICE,56.41,-0.37,0.0,2026-02-20,2026-02-20 09:00:00
11,ONTARIO_ZONAL_PRICE,62.52,-0.32,0.0,2026-02-20,2026-02-20 10:00:00
12,ONTARIO_ZONAL_PRICE,54.38,-0.31,0.0,2026-02-20,2026-02-20 11:00:00
13,ONTARIO_ZONAL_PRICE,54.1,-0.23,0.0,2026-02-20,2026-02-20 12:00:00
14,ONTARIO_ZONAL_PRICE,54.21,-0.22,0.0,2026-02-20,2026-02-20 13:00:00
15,ONTARIO_ZONAL_PRICE,45.86,-0.14,0.0,2026-02-20,2026-02-20 14:00:00
16,ONTARIO_ZONAL_PRICE,50.73,-0.2,1.68,2026-02-20,2026-02-20 15:00:00
17,ONTARIO_ZONAL_PRICE,48.72,-0.03,0.25,2026-02-20,2026-02-20 16:00:00
18,ONTARIO_ZONAL_PRICE,56.39,-0.12,0.0,2026-02-20,2026-02-20 17:00:00
19,ONTARIO_ZONAL_PRICE,44.0,-0.1,0.0,2026-02-20,2026-02-20 18:00:00
20,ONTARIO_ZONAL_PRICE,38.96,0.01,0.0,2026-02-20,2026-02-20 19:00:00
21,ONTARIO_ZONAL_PRICE,41.99,0.03,0.0,2026-02-20,2026-02-20 20:00:00
22,ONTARIO_ZONAL_PRICE,36.61,0.14,0.0,2026-02-20,2026-02-20 21:00:00
23,ONTARIO_ZONAL_PRICE,36.64,0.18,0.0,2026-02-20,2026-02-20 22:00:00
24,ONTARIO_ZONAL_PRICE,37.86,0.16,0.0,2026-02-20,2026-02-20 23:00:00
1,ONTARIO_ZONAL_PRICE,40.18,0.18,0.0,2026-02-21,2026-02-21 00:00:00
2,ONTARIO_ZONAL_PRICE,37.69,0.19,0.0,2026-02-21,2026-02-21 01:00:00
3,ONTARIO_ZONAL_PRICE,37.68,0.23,0.0,2026-02-21,2026-02-21 02:00:00
4,ONTARIO_ZONAL_PRICE,36.8,0.28,0.0,2026-02-21,2026-02-21 03:00:00
5,ONTARIO_ZONAL_PRICE,39.84,0.24,0.0,2026-02-21,2026-02-21 04:00:00
6,ONTARIO_ZONAL_PRICE,40.87,0.39,0.0,2026-02-21,2026-02-21 05:00:00
7,ONTARIO_ZONAL_PRICE,44.49,0.51,0.0,2026-02-21,2026-02-21 06:00:00
8,ONTARIO_ZONAL_PRICE,42.48,0.48,0.0,2026-02-21,2026-02-21 07:00:00
9,ONTARIO_ZONAL_PRICE,47.34,0.44,0.0,2026-02-21,2026-02-21 08:00:00
10,ONTARIO_ZONAL_PRICE,53.29,0.33,0.0,2026-02-21,2026-02-21 09:00:00
11,ONTARIO_ZONAL_PRICE,54.91,0.26,0.0,2026-02-21,2026-02-21 10:00:00
12,ONTARIO_ZONAL_PRICE,55.29,0.26,0.0,2026-02-21,2026-02-21 11:00:00
13,ONTARIO_ZONAL_PRICE,55.04,0.24,0.0,2026-02-21,2026-02-21 12:00:00
14,ONTARIO_ZONAL_PRICE,49.56,0.31,0.0,2026-02-21,2026-02-21 13:00:00
15,ONTARIO_ZONAL_PRICE,48.19,0.19,0.0,2026-02-21,2026-02-21 14:00:00
16,ONTARIO_ZONAL_PRICE,49.33,0.18,0.0,2026-02-21,2026-02-21 15:00:00
17,ONTARIO_ZONAL_PRICE,56.68,0.08,0.0,2026-02-21,2026-02-21 16:00:00
18,ONTARIO_ZONAL_PRICE,68.77,-0.01,0.0,2026-02-21,2026-02-21 17:00:00
19,ONTARIO_ZONAL_PRICE,76.85,-0.06,0.0,2026-02-21,2026-02-21 18:00:00
20,ONTARIO_ZONAL_PRICE,63.87,0.11,0.0,2026-02-21,2026-02-21 19:00:00
21,ONTARIO_ZONAL_PRICE,58.83,0.13,0.0,2026-02-21,2026-02-21 20:00:00
22,ONTARIO_ZONAL_PRICE,60.74,0.25,0.0,2026-02-21,2026-02-21 21:00:00
23,ONTARIO_ZONAL_PRICE,63.69,0.53,0.0,2026-02-21,2026-02-21 22:00:00
24,ONTARIO_ZONAL_PRICE,55.55,0.45,0.0,2026-02-21,2026-02-21 23:00:00
1,ONTARIO_ZONAL_PRICE,60.34,0.45,0.0,2026-02-22,2026-02-22 00:00:00
2,ONTARIO_ZONAL_PRICE,57.09,0.49,0.0,2026-02-22,2026-02-22 01:00:00
3,ONTARIO_ZONAL_PRICE,57.07,0.52,0.0,2026-02-22,2026-02-22 02:00:00
4,ONTARIO_ZONAL_PRICE,54.56,0.59,0.0,2026-02-22,2026-02-22 03:00:00
5,ONTARIO_ZONAL_PRICE,55.49,0.49,0.0,2026-02-22,2026-02-22 04:00:00
6,ONTARIO_ZONAL_PRICE,49.88,0.53,0.0,2026-02-22,2026-02-22 05:00:00
7,ONTARIO_ZONAL_PRICE,51.37,0.42,0.0,2026-02-22,2026-02-22 06:00:00
8,ONTARIO_ZONAL_PRICE,53.39,0.38,0.0,2026-02-22,2026-02-22 07:00:00
9,ONTARIO_ZONAL_PRICE,56.8,0.2,0.0,2026-02-22,2026-02-22 08:00:00
10,ONTARIO_ZONAL_PRICE,59.76,0.08,0.0,2026-02-22,2026-02-22 09:00:00
11,ONTARIO_ZONAL_PRICE,65.81,0.01,0.0,2026-02-22,2026-02-22 10:00:00
12,ONTARIO_ZONAL_PRICE,79.19,0.18,0.0,2026-02-22,2026-02-22 11:00:00
13,ONTARIO_ZONAL_PRICE,89.28,0.14,0.0,2026-02-22,2026-02-22 12:00:00
14,ONTARIO_ZONAL_PRICE,79.35,0.26,0.0,2026-02-22,2026-02-22 13:00:00
15,ONTARIO_ZONAL_PRICE,68.89,0.27,0.0,2026-02-22,2026-02-22 14:00:00
16,ONTARIO_ZONAL_PRICE,71.67,0.28,0.0,2026-02-22,2026-02-22 15:00:00
17,ONTARIO_ZONAL_PRICE,85.2,0.2,0.0,2026-02-22,2026-02-22 16:00:00
18,ONTARIO_ZONAL_PRICE,96.24,0.1,0.0,2026-02-22,2026-02-22 17:00:00
19,ONTARIO_ZONAL_PRICE,99.41,0.07,0.0,2026-02-22,2026-02-22 18:00:00
20,ONTARIO_ZONAL_PRICE,88.71,0.18,0.0,2026-02-22,2026-02-22 19:00:00
21,ONTARIO_ZONAL_PRICE,66.22,0.2,0.0,2026-02-22,2026-02-22 20:00:00
22,ONTARIO_ZONAL_PRICE,57.92,0.19,0.0,2026-02-22,2026-02-22 21:00:00
23,ONTARIO_ZONAL_PRICE,56.79,0.36,0.0,2026-02-22,2026-02-22 22:00:00
24,ONTARIO_ZONAL_PRICE,54.67,0.44,0.0,2026-02-22,2026-02-22 23:00:00
1,ONTARIO_ZONAL_PRICE,60.45,0.27,0.0,2026-02-23,2026-02-23 00:00:00
2,ONTARIO_ZONAL_PRICE,57.3,0.35,0.0,2026-02-23,2026-02-23 01:00:00
3,ONTARIO_ZONAL_PRICE,53.47,0.43,0.0,2026-02-23,2026-02-23 02:00:00
4,ONTARIO_ZONAL_PRICE,51.89,0.49,0.0,2026-02-23,2026-02-23 03:00:00
5,ONTARIO_ZONAL_PRICE,51.7,0.55,0.0,2026-02-23,2026-02-23 04:00:00
6,ONTARIO_ZONAL_PRICE,39.78,0.47,0.0,2026-02-23,2026-02-23 05:00:00
7,ONTARIO_ZONAL_PRICE,56.73,0.53,0.0,2026-02-23,2026-02-23 06:00:00
8,ONTARIO_ZONAL_PRICE,58.55,0.35,0.0,2026-02-23,2026-02-23 07:00:00
9,ONTARIO_ZONAL_PRICE,54.22,0.19,0.0,2026-02-23,2026-02-23 08:00:00
10,ONTARIO_ZONAL_PRICE,54.83,0.1,0.0,2026-02-23,2026-02-23 09:00:00
11,ONTARIO_ZONAL_PRICE,56.82,0.1,0.0,2026-02-23,2026-02-23 10:00:00
12,ONTARIO_ZONAL_PRICE,56.97,0.19,0.0,2026-02-23,2026-02-23 11:00:00
13,ONTARIO_ZONAL_PRICE,56.36,0.15,0.0,2026-02-23,2026-02-23 12:00:00
14,ONTARIO_ZONAL_PRICE,56.25,0.15,0.0,2026-02-23,2026-02-23 13:00:00
15,ONTARIO_ZONAL_PRICE,54.98,0.2,0.0,2026-02-23,2026-02-23 14:00:00
16,ONTARIO_ZONAL_PRICE,57.0,0.23,0.0,2026-02-23,2026-02-23 15:00:00
17,ONTARIO_ZONAL_PRICE,58.37,0.2,0.0,2026-02-23,2026-02-23 16:00:00
18,ONTARIO_ZONAL_PRICE,77.62,-0.02,0.64,2026-02-23,2026-02-23 17:00:00
19,ONTARIO_ZONAL_PRICE,92.17,-0.08,0.0,2026-02-23,2026-02-23 18:00:00
20,ONTARIO_ZONAL_PRICE,100.27,0.17,0.0,2026-02-23,2026-02-23 19:00:00
21,ONTARIO_ZONAL_PRICE,75.6,0.11,-1.36,2026-02-23,2026-02-23 20:00:00
22,ONTARIO_ZONAL_PRICE,85.33,0.36,-2.52,2026-02-23,2026-02-23 21:00:00
23,ONTARIO_ZONAL_PRICE,70.82,0.5,-0.49,2026-02-23,2026-02-23 22:00:00
24,ONTARIO_ZONAL_PRICE,61.48,0.53,0.0,2026-02-23,2026-02-23 23:00:00
1,ONTARIO_ZONAL_PRICE,78.32,0.4,0.0,2026-02-24,2026-02-24 00:00:00
2,ONTARIO_ZONAL_PRICE,75.15,0.45,0.0,2026-02-24,2026-02-24 01:00:00
3,ONTARIO_ZONAL_PRICE,71.4,0.45,0.0,2026-02-24,2026-02-24 02:00:00
4,ONTARIO_ZONAL_PRICE,70.98,0.49,0.0,2026-02-24,2026-02-24 03:00:00
5,ONTARIO_ZONAL_PRICE,76.17,0.33,0.0,2026-02-24,2026-02-24 04:00:00
6,ONTARIO_ZONAL_PRICE,114.78,0.1,0.0,2026-02-24,2026-02-24 05:00:00
7,ONTARIO_ZONAL_PRICE,118.06,-0.57,0.0,2026-02-24,2026-02-24 06:00:00
8,ONTARIO_ZONAL_PRICE,233.69,-1.54,0.0,2026-02-24,2026-02-24 07:00:00
9,ONTARIO_ZONAL_PRICE,177.57,-1.37,0.0,2026-02-24,2026-02-24 08:00:00
10,ONTARIO_ZONAL_PRICE,110.22,-0.78,0.0,2026-02-24,2026-02-24 09:00:00
11,ONTARIO_ZONAL_PRICE,112.72,-0.62,0.0,2026-02-24,2026-02-24 10:00:00
12,ONTARIO_ZONAL_PRICE,113.8,-0.63,0.0,2026-02-24,2026-02-24 11:00:00
13,ONTARIO_ZONAL_PRICE,77.29,-0.38,0.0,2026-02-24,2026-02-24 12:00:00
14,ONTARIO_ZONAL_PRICE,72.4,-0.18,0.0,2026-02-24,2026-02-24 13:00:00
15,ONTARIO_ZONAL_PRICE,67.59,-0.09,0.0,2026-02-24,2026-02-24 14:00:00
16,ONTARIO_ZONAL_PRICE,67.87,-0.05,0.0,2026-02-24,2026-02-24 15:00:00
17,ONTARIO_ZONAL_PRICE,83.82,-0.18,0.0,2026-02-24,2026-02-24 16:00:00
18,ONTARIO_ZONAL_PRICE,100.97,-0.57,0.0,2026-02-24,2026-02-24 17:00:00
19,ONTARIO_ZONAL_PRICE,118.8,-0.7,0.0,2026-02-24,2026-02-24 18:00:00
20,ONTARIO_ZONAL_PRICE,100.39,-0.41,0.0,2026-02-24,2026-02-24 19:00:00
21,ONTARIO_ZONAL_PRICE,92.75,-0.04,-3.04,2026-02-24,2026-02-24 20:00:00
22,ONTARIO_ZONAL_PRICE,79.31,0.1,0.0,2026-02-24,2026-02-24 21:00:00
23,ONTARIO_ZONAL_PRICE,64.89,0.41,0.0,2026-02-24,2026-02-24 22:00:00
24,ONTARIO_ZONAL_PRICE,54.82,0.48,0.0,2026-02-24,2026-02-24 23:00:00
1,ONTARIO_ZONAL_PRICE,60.72,0.24,0.0,2026-02-25,2026-02-25 00:00:00
2,ONTARIO_ZONAL_PRICE,55.55,0.33,0.0,2026-02-25,2026-02-25 01:00:00
3,ONTARIO_ZONAL_PRICE,53.19,0.43,0.0,2026-02-25,2026-02-25 02:00:00
4,ONTARIO_ZONAL_PRICE,52.82,0.51,0.0,2026-02-25,2026-02-25 03:00:00
5,ONTARIO_ZONAL_PRICE,48.71,0.45,0.0,2026-02-25,2026-02-25 04:00:00
6,ONTARIO_ZONAL_PRICE,45.79,0.48,0.0,2026-02-25,2026-02-25 05:00:00
7,ONTARIO_ZONAL_PRICE,58.81,0.48,0.0,2026-02-25,2026-02-25 06:00:00
8,ONTARIO_ZONAL_PRICE,70.52,0.19,0.0,2026-02-25,2026-02-25 07:00:00
9,ONTARIO_ZONAL_PRICE,64.95,-0.06,-2.56,2026-02-25,2026-02-25 08:00:00
10,ONTARIO_ZONAL_PRICE,54.58,-0.17,-2.42,2026-02-25,2026-02-25 09:00:00
11,ONTARIO_ZONAL_PRICE,52.05,-0.23,-2.66,2026-02-25,2026-02-25 10:00:00
12,ONTARIO_ZONAL_PRICE,53.28,-0.1,-2.63,2026-02-25,2026-02-25 11:00:00
13,ONTARIO_ZONAL_PRICE,41.41,0.0,-2.29,2026-02-25,2026-02-25 12:00:00
14,ONTARIO_ZONAL_PRICE,38.27,0.0,-2.38,2026-02-25,2026-02-25 13:00:00
15,ONTARIO_ZONAL_PRICE,37.25,0.02,-2.38,2026-02-25,2026-02-25 14:00:00
16,ONTARIO_ZONAL_PRICE,41.43,-0.05,-2.42,2026-02-25,2026-02-25 15:00:00
17,ONTARIO_ZONAL_PRICE,49.34,-0.16,-2.59,2026-02-25,2026-02-25 16:00:00
18,ONTARIO_ZONAL_PRICE,60.67,-0.48,-2.81,2026-02-25,2026-02-25 17:00:00
19,ONTARIO_ZONAL_PRICE,81.9,-0.69,-1.39,2026-02-25,2026-02-25 18:00:00
20,ONTARIO_ZONAL_PRICE,78.8,-0.37,0.0,2026-02-25,2026-02-25 19:00:00
21,ONTARIO_ZONAL_PRICE,72.17,-0.28,0.0,2026-02-25,2026-02-25 20:00:00
22,ONTARIO_ZONAL_PRICE,52.44,-0.04,-2.36,2026-02-25,2026-02-25 21:00:00
23,ONTARIO_ZONAL_PRICE,58.86,0.11,0.0,2026-02-25,2026-02-25 22:00:00
24,ONTARIO_ZONAL_PRICE,54.33,0.18,0.0,2026-02-25,2026-02-25 23:00:00
1,ONTARIO_ZONAL_PRICE,55.2,0.54,0.0,2026-02-26,2026-02-26 00:00:00
2,ONTARIO_ZONAL_PRICE,52.13,0.51,0.0,2026-02-26,2026-02-26 01:00:00
3,ONTARIO_ZONAL_PRICE,55.0,0.61,0.0,2026-02-26,2026-02-26 02:00:00
4,ONTARIO_ZONAL_PRICE,54.94,0.7,0.0,2026-02-26,2026-02-26 03:00:00
5,ONTARIO_ZONAL_PRICE,55.54,0.52,0.0,2026-02-26,2026-02-26 04:00:00
6,ONTARIO_ZONAL_PRICE,56.19,0.39,0.0,2026-02-26,2026-02-26 05:00:00
7,ONTARIO_ZONAL_PRICE,84.91,-0.08,0.0,2026-02-26,2026-02-26 06:00:00
8,ONTARIO_ZONAL_PRICE,142.06,-0.32,0.0,2026-02-26,2026-02-26 07:00:00
9,ONTARIO_ZONAL_PRICE,107.24,-0.12,0.0,2026-02-26,2026-02-26 08:00:00
10,ONTARIO_ZONAL_PRICE,92.68,-0.14,3.14,2026-02-26,2026-02-26 09:00:00
11,ONTARIO_ZONAL_PRICE,68.59,-0.03,0.07,2026-02-26,2026-02-26 10:00:00
12,ONTARIO_ZONAL_PRICE,63.19,0.09,0.0,2026-02-26,2026-02-26 11:00:00
13,ONTARIO_ZONAL_PRICE,57.7,0.25,0.0,2026-02-26,2026-02-26 12:00:00
14,ONTARIO_ZONAL_PRICE,57.22,0.25,0.0,2026-02-26,2026-02-26 13:00:00
15,ONTARIO_ZONAL_PRICE,57.3,0.28,0.0,2026-02-26,2026-02-26 14:00:00
16,ONTARIO_ZONAL_PRICE,62.32,0.28,0.0,2026-02-26,2026-02-26 15:00:00
17,ONTARIO_ZONAL_PRICE,106.83,0.13,36.22,2026-02-26,2026-02-26 16:00:00
18,ONTARIO_ZONAL_PRICE,152.75,-0.37,36.3,2026-02-26,2026-02-26 17:00:00
19,ONTARIO_ZONAL_PRICE,180.53,-0.42,34.95,2026-02-26,2026-02-26 18:00:00
20,ONTARIO_ZONAL_PRICE,136.66,-0.22,-0.14,2026-02-26,2026-02-26 19:00:00
21,ONTARIO_ZONAL_PRICE,112.68,-0.05,0.0,2026-02-26,2026-02-26 20:00:00
22,ONTARIO_ZONAL_PRICE,81.37,0.37,0.0,2026-02-26,2026-02-26 21:00:00
23,ONTARIO_ZONAL_PRICE,79.31,0.58,0.0,2026-02-26,2026-02-26 22:00:00
24,ONTARIO_ZONAL_PRICE,58.83,0.67,0.0,2026-02-26,2026-02-26 23:00:00
1,ONTARIO_ZONAL_PRICE,58.3,0.23,-1.08,2026-02-27,2026-02-27 00:00:00
2,ONTARIO_ZONAL_PRICE,53.36,0.32,-0.97,2026-02-27,2026-02-27 01:00:00
3,ONTARIO_ZONAL_PRICE,51.28,0.28,-0.97,2026-02-27,2026-02-27 02:00:00
4,ONTARIO_ZONAL_PRICE,52.46,0.37,-0.92,2026-02-27,2026-02-27 03:00:00
5,ONTARIO_ZONAL_PRICE,51.08,0.52,-0.87,2026-02-27,2026-02-27 04:00:00
6,ONTARIO_ZONAL_PRICE,49.71,0.46,-0.8,2026-02-27,2026-02-27 05:00:00
7,ONTARIO_ZONAL_PRICE,77.8,0.38,0.0,2026-02-27,2026-02-27 06:00:00
8,ONTARIO_ZONAL_PRICE,121.74,0.16,0.0,2026-02-27,2026-02-27 07:00:00
9,ONTARIO_ZONAL_PRICE,82.85,0.05,0.0,2026-02-27,2026-02-27 08:00:00
10,ONTARIO_ZONAL_PRICE,65.85,0.06,-1.14,2026-02-27,2026-02-27 09:00:00
11,ONTARIO_ZONAL_PRICE,49.45,0.2,-0.83,2026-02-27,2026-02-27 10:00:00
12,ONTARIO_ZONAL_PRICE,46.35,0.29,-0.75,2026-02-27,2026-02-27 11:00:00
13,ONTARIO_ZONAL_PRICE,43.88,0.38,-0.7,2026-02-27,2026-02-27 12:00:00
14,ONTARIO_ZONAL_PRICE,40.14,0.35,0.0,2026-02-27,2026-02-27 13:00:00
15,ONTARIO_ZONAL_PRICE,36.6,0.33,-0.56,2026-02-27,2026-02-27 14:00:00
16,ONTARIO_ZONAL_PRICE,40.14,0.41,0.0,2026-02-27,2026-02-27 15:00:00
17,ONTARIO_ZONAL_PRICE,49.52,0.36,-0.83,2026-02-27,2026-02-27 16:00:00
18,ONTARIO_ZONAL_PRICE,59.74,0.22,0.0,2026-02-27,2026-02-27 17:00:00
19,ONTARIO_ZONAL_PRICE,62.55,0.16,0.0,2026-02-27,2026-02-27 18:00:00
20,ONTARIO_ZONAL_PRICE,44.65,0.22,-0.71,2026-02-27,2026-02-27 19:00:00
21,ONTARIO_ZONAL_PRICE,46.66,0.39,-0.79,2026-02-27,2026-02-27 20:00:00
22,ONTARIO_ZONAL_PRICE,41.88,0.4,-0.66,2026-02-27,2026-02-27 21:00:00
23,ONTARIO_ZONAL_PRICE,38.0,0.21,-0.62,2026-02-27,2026-02-27 22:00:00
24,ONTARIO_ZONAL_PRICE,37.72,0.28,0.0,2026-02-27,2026-02-27 23:00:00
1,ONTARIO_ZONAL_PRICE,37.92,0.36,-0.63,2026-02-28,2026-02-28 00:00:00
2,ONTARIO_ZONAL_PRICE,33.94,0.29,-0.57,2026-02-28,2026-02-28 01:00:00
3,ONTARIO_ZONAL_PRICE,30.51,0.3,-0.37,2026-02-28,2026-02-28 02:00:00
4,ONTARIO_ZONAL_PRICE,34.53,0.46,-0.55,2026-02-28,2026-02-28 03:00:00
5,ONTARIO_ZONAL_PRICE,30.12,0.38,-0.51,2026-02-28,2026-02-28 04:00:00
6,ONTARIO_ZONAL_PRICE,33.98,0.44,-0.59,2026-02-28,2026-02-28 05:00:00
